session_id,participant_id,win_start_ms,win_end_ms,label,valence_direction,arousal_level,reason,label_type,rmssd,mean_hr,sdnn,pnn50,n_beats,artefact_fraction,hrv_quality,rmssd_z,hr_z,arousal_hrv,rmssd_outside_norm_range,fer_valence,fer_arousal,fer_confidence,fer_dominant_emotion,face_coverage,fer_n,fer_quality,co2,co2_std,co2_n_samples,co2_quality,plant_n_samples,plant_mean,plant_median,plant_std,plant_detrend_std,plant_iqr,plant_min,plant_max,plant_range,plant_rms,plant_zcr,plant_sat_pos_frac,plant_sat_neg_frac,plant_const_flag,bp_0_1,bp_1_5,bp_5_15,bp_15_30,band_power_sum,ratio_bp1_5_bp5_15,ratio_bp1_5_total,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy,spike_rate,plant_quality,plant_dead_flag,plant_suspect_flag,plant_mean_snorm,plant_median_snorm,plant_std_snorm,plant_detrend_std_snorm,plant_iqr_snorm,plant_min_snorm,plant_max_snorm,plant_range_snorm,plant_rms_snorm,plant_zcr_snorm,bp_0_1_snorm,bp_1_5_snorm,bp_5_15_snorm,bp_15_30_snorm,band_power_sum_snorm,ratio_bp1_5_bp5_15_snorm,ratio_bp1_5_total_snorm,hjorth_activity_snorm,hjorth_mobility_snorm,hjorth_complexity_snorm,spectral_entropy_snorm,spike_rate_snorm
2026-07-06_16-25_proband_02,proband_02,1783347961334,1783347991334,negative activated,negative,activated,clear,proxy,51.360874154743456,67.47593689015314,73.84413536622756,42.42424242424242,34,0.0,ok,-1.9767552349884063,0.8495913281183091,1.4131732815533578,False,-0.231,0.16,0.766,Disgust,1.0,1,ok,613.7058823529412,5.553159174899769,68,ok,3396,1.459836,1.458293,0.01668,0.016623,0.019299,1.357813,1.538133,0.18032,1.459932,0.109573,0.0,0.0,False,9.604782773948245e-05,9.02682529026516e-06,8.98568149247462e-06,7.001470396147831e-06,0.00012106180491837005,1.004578705938586,0.07456377526989642,0.0002781255775239137,0.6052098926930668,2.8571765784680783,0.44177522477439357,0.02326266195524146,ok,False,False,0.977,-0.641,1.9507,1.9314,0.9975,0.4635,-1.6519,-2.9091,1.0091,-4.0542,1.1359,-0.7741,-2.2432,-2.1727,0.9459,0.5748,-1.312,2.1377,-3.7071,4.4218,-0.0798,0.6583
2026-07-06_16-25_proband_02,proband_02,1783347991334,1783348021334,neutral,positive,neutral,hrv_ambiguous,proxy,86.35602837303043,69.11505624068302,109.57597743419647,45.45454545454545,34,0.0,ok,0.9219767697011564,1.668175092804433,0.3730991615516383,True,-0.0183240162321692,-0.1163946384653222,0.5385430463576159,Sadness,1.0,151,ok,675.4166666666666,39.47712833998733,72,ok,3553,1.457551,1.45711,0.014483,0.014403,0.016576,1.388878,1.542805,0.153926,1.457623,0.153716,0.0,0.0,False,7.763650891189297e-05,1.721069250235487e-05,1.3077413211866066e-05,7.044387693448163e-06,0.00011496900231956207,1.316062351740636,0.14969854487228088,0.00020971022619219602,0.7243372714787487,2.403700515480402,0.4633525867197112,0.02420489726991275,ok,False,False,-3.1494,-2.1366,-0.0107,-0.044,-0.5484,3.6772,-1.3915,-4.8425,-3.1002,0.1652,0.2944,3.9673,0.2458,-2.1479,0.6193,2.7677,2.3397,-0.0107,-1.7395,1.7773,1.3036,0.7754
2026-07-06_16-25_proband_02,proband_02,1783348021334,1783348051334,neutral,positive,neutral,hrv_ambiguous,proxy,69.80844325724503,65.93406593406593,76.89603370785778,31.25,33,0.0,ok,-0.44869913234662656,0.07957386021028716,0.26413649627845687,False,0.25339222586364374,-0.1116763418041154,0.503054054054054,Neutral,1.0,148,ok,789.25,17.471707511868484,72,ok,3602,1.459059,1.459521,0.015917,0.015913,0.018715,1.355439,1.533513,0.178074,1.459146,0.159678,0.0,0.0,False,8.976420360078923e-05,1.0064448095619723e-05,8.17849532561947e-06,7.349406897690251e-06,0.00011535655391971867,1.2305988405341008,0.08724643434977737,0.0002532855836923292,0.6705589372736597,2.6219979061829752,0.4651657529165517,0.020544142143253747,ok,False,False,-0.4262,0.9115,1.2695,1.2996,0.666,0.2179,-1.9094,-3.0737,-0.3897,0.7351,0.8487,-0.1729,-2.7342,-1.9716,0.6401,2.166,-0.6956,1.3577,-2.6278,3.0503,1.4199,0.3206
2026-07-06_16-25_proband_02,proband_02,1783348051334,1783348081334,excluded,excluded,excluded,poor_quality(hrv:artefact_fraction_exceeded),proxy,53.30134457340953,63.48122866894198,52.782002471924436,26.666666666666668,31,0.0645,poor,-1.8160214467714832,-1.1453843845926273,0.335318531089428,False,-0.10121112677001542,-0.11881667002214617,0.4967,Neutral,0.9934,151,ok,830.8529411764706,6.453657312943263,68,ok,3439,1.458566,1.458818,0.013409,0.013409,0.017552,1.385423,1.536693,0.151269,1.458627,0.123328,0.0,0.0,False,7.251092189523647e-05,7.85117951858526e-06,7.806616494703843e-06,6.9982643709772995e-06,9.516698227950287e-05,1.0057082371349244,0.08249898492134145,0.00017976212055840717,0.7211266540998622,2.396474973893741,0.45478506060635737,0.007851119511485897,ok,False,False,-1.3165,0.0228,-0.9696,-0.9285,0.0057,3.3197,-1.7322,-5.0371,-1.3134,-2.7394,0.0601,-1.4552,-2.9604,-2.1746,-0.4423,0.5827,-0.9264,-0.9511,-1.7926,1.7352,0.7543,-1.2563
2026-07-06_16-25_proband_02,proband_02,1783348081334,1783348111334,positive activated,positive,activated,clear,proxy,49.994999749974994,74.26239379139626,135.03702083872037,30.555555555555557,37,0.0,ok,-2.0898938663198177,4.238779209588843,3.1643365379543305,False,-0.08982874320917754,-0.1551500923417047,0.49785906040268463,Neutral,1.0,149,ok,826.44,6.219498545876682,75,ok,3725,1.459688,1.459387,0.013981,0.013976,0.016579,1.359538,1.552986,0.193447,1.459755,0.162728,0.0,0.0,False,6.381855470303194e-05,9.482787463723015e-06,1.1877365429973906e-05,9.793114460909833e-06,9.497182205763869e-05,0.7983914211648894,0.09984843039148446,0.00019541688772575612,0.8319746805340531,2.0893906855527407,0.45373610330985265,0.012080536912751677,ok,False,False,0.7097,0.7421,-0.4589,-0.424,-0.5467,0.642,-0.8239,-1.9476,0.6941,1.0266,-0.3371,-0.5099,-0.4842,-0.5586,-0.4527,-0.8768,-0.0831,-0.4595,0.0382,-0.0556,0.6871,-0.7308
2026-07-06_16-25_proband_02,proband_02,1783348111334,1783348141334,negative calm,negative,calm,clear,proxy,77.23794404306733,63.668104333538714,86.91822878213554,50.0,31,0.0,ok,0.16670411955490366,-1.052057815661351,-0.6093809676081273,True,-0.3263666222814025,-0.12295322365877752,0.4625364238410597,Sadness,1.0,151,ok,781.2394366197183,31.28462186749832,71,ok,3561,1.459509,1.458434,0.015609,0.015609,0.018786,1.34757,1.570895,0.223325,1.459593,0.152247,0.0,0.0,False,8.729046019042563e-05,1.042373990284575e-05,1.0452849935684215e-05,1.012832469055686e-05,0.00011829537471951245,0.997215015021492,0.08811620775068377,0.00024358121460440918,0.8043793048895516,2.171909306344189,0.43648290269668266,0.011794439764111205,ok,False,False,0.3865,-0.4627,0.9946,1.0291,0.7063,-0.5961,0.1744,0.241,0.4058,0.0248,0.7356,0.0353,-1.3507,-0.3648,0.7976,0.523,-0.6534,1.053,-0.4176,0.4256,-0.4191,-0.7664
2026-07-06_16-25_proband_02,proband_02,1783348141334,1783348171334,negative calm,negative,calm,clear,proxy,93.26064758029923,66.93160426688978,141.0947834018884,51.61290322580645,32,0.0,ok,1.4939028298482375,0.5777491051292698,-0.45807686235948386,True,-0.2902537564342885,-0.04381397839864323,0.4511275167785234,Sadness,1.0,149,ok,686.5833333333334,23.89575364481148,72,ok,3608,1.458524,1.457149,0.015892,0.015874,0.018799,1.335813,1.56391,0.228097,1.458611,0.127253,0.0,0.0,False,8.759869498401302e-05,1.1729245789076116e-05,1.2692142088493623e-05,1.1924803363682015e-05,0.00012394488622526477,0.9241343804033816,0.09463275211795297,0.0002524941762003483,0.7883957476638531,2.208140025933077,0.4458999224390542,0.018292682926829267,ok,False,False,-1.3923,-2.0873,1.2472,1.2649,0.7137,-1.8124,-0.215,0.5905,-1.3419,-2.3642,0.7497,0.7916,0.0114,0.6739,1.1005,0.0085,-0.3366,1.3328,-0.6815,0.6369,0.1846,0.0409
2026-07-06_16-25_proband_02,proband_02,1783348171334,1783348201334,neutral,positive,neutral,hrv_ambiguous,proxy,69.77306966158218,66.28280664167113,81.2775943817535,46.875,33,0.0,ok,-0.451629211557858,0.253736578281112,0.352682894919485,False,0.10641279373368145,-0.04110885117493473,0.5039473684210526,Neutral,1.0,152,ok,625.0281690140845,13.82747971146681,71,ok,3534,1.460088,1.458846,0.016668,0.016641,0.018469,1.356411,1.579966,0.223556,1.460183,0.127654,0.0,0.0,False,8.461511640574644e-05,1.0302050458431255e-05,1.2654591567379151e-05,1.2232240347996878e-05,0.00011980399877955372,0.8140957840861468,0.08599087240315535,0.00027774312483042,0.7892492583112695,2.2210405444228694,0.46776706530160045,0.024052065647990947,ok,False,False,1.4321,0.0582,1.94,1.9474,0.5263,0.3185,0.6801,0.2579,1.4558,-2.3259,0.6134,-0.0353,-0.0114,0.8517,0.8785,-0.7662,-0.7567,2.1257,-0.6674,0.7121,1.5867,0.7564
2026-07-06_16-25_proband_02,proband_02,1783348201334,1783348231334,positive calm,positive,calm,clear,proxy,77.72665780369907,64.15784208892414,57.44122756048929,53.333333333333336,31,0.0,ok,0.20718544477607206,-0.8074805215291464,-0.5073329831526092,True,-0.08145021888680425,-0.1338636898061288,0.5365771812080538,Neutral,1.0,149,ok,595.9324324324324,8.322820716989696,74,ok,3693,1.458814,1.459465,0.01366,0.013624,0.017532,1.35187,1.56347,0.2116,1.458878,0.151138,0.0,0.0,False,5.248852503282015e-05,9.281839594439686e-06,1.2142141663809344e-05,1.0665192547399496e-05,8.457769883846867e-05,0.764431768875931,0.10974334383846657,0.00018654494449008152,0.9210224596787858,1.8936711029739883,0.4263868112486085,0.013268345518548606,ok,False,False,-0.8686,0.8407,-0.7455,-0.7372,-0.0057,-0.1513,-0.2395,-0.6179,-0.8667,-0.0812,-0.855,-0.6263,-0.3231,-0.0544,-1.0099,-1.1159,0.3978,-0.7381,1.509,-1.197,-1.0664,-0.5833
2026-07-06_16-25_proband_02,proband_02,1783348231334,1783348261334,neutral,neutral,calm,face_ambiguous,proxy,61.598072864702196,61.73037970613767,45.4678080907871,45.16129032258064,32,0.0,ok,-1.1287836743025192,-2.0197664330418936,-0.4454913793696872,False,-0.1552953849791779,-0.12283997845535397,0.5108791946308725,Neutral,1.0,149,ok,572.945205479452,8.90051560765958,73,ok,3626,1.458601,1.458662,0.013819,0.013806,0.017142,1.364394,1.58432,0.219926,1.458666,0.151448,0.0,0.0,False,4.445561138234281e-05,1.0070708590669266e-05,1.0663124257546004e-05,1.122844718006494e-05,7.641789141062302e-05,0.944442491992908,0.13178469430372977,0.0001909177046814721,0.8947876802677944,1.9443239897543099,0.4337367050037412,0.014065085493656922,ok,False,False,-1.2533,-0.1745,-0.6035,-0.5753,-0.2271,1.1443,0.9228,-0.008,-1.244,-0.0516,-1.2221,-0.1693,-1.2228,0.2713,-1.4474,0.1514,1.469,-0.6008,1.0757,-0.9016,-0.5952,-0.4843
2026-07-06_16-25_proband_02,proband_02,1783348261334,1783348291334,negative calm,negative,calm,clear,proxy,85.13555367764985,64.7799770979879,84.43294587117548,56.25,33,0.0,ok,0.8208819427332359,-0.4967834281797138,-0.6588326854564749,True,-0.3135629716609626,-0.07394030043102831,0.45942763157894734,Neutral,1.0,152,ok,547.6666666666666,2.5342721265222496,72,ok,3602,1.459349,1.458737,0.014429,0.014396,0.018428,1.343795,1.575851,0.232056,1.45942,0.134407,0.0,0.0,False,5.9422808986652964e-05,1.0508796966881246e-05,1.4593315968788996e-05,1.1837495313856684e-05,9.636241723617989e-05,0.7201102387727621,0.10905493198733,0.0002081496522707865,0.8661363016508608,1.9984687580572167,0.42511723119220346,0.010827318156579679,ok,False,False,0.0975,-0.0796,-0.0589,-0.0503,0.503,-0.9866,0.4507,0.8805,0.0979,-1.6804,-0.5381,0.0845,1.1679,0.6235,-0.3782,-1.4279,0.3643,-0.0597,0.6024,-0.5858,-1.1478,-0.8865
2026-07-06_16-25_proband_02,proband_02,1783348291334,1783348321334,negative calm,negative,calm,clear,proxy,81.35644392266623,64.39495572846793,69.66185608744851,54.83870967741935,32,0.0,ok,0.5078492774769376,-0.689064876168459,-0.5984570768226983,True,-0.22854962116507263,-0.044610400364343966,0.4895878378378379,Neutral,1.0,148,ok,545.6571428571428,1.8796061434934672,70,ok,3531,1.459305,1.458062,0.015151,0.01514,0.016031,1.373455,1.546699,0.173244,1.459383,0.158357,0.0,0.0,False,8.093433610507584e-05,1.0061901413448586e-05,1.0465186087663508e-05,1.002723020486091e-05,0.00011148865381104885,0.9614640740928254,0.09025045131723504,0.0002295025443475485,0.8245496716043507,2.1057016716458885,0.4115502236104095,0.03879920702350609,ok,False,False,0.0181,-0.933,0.5857,0.6118,-0.8579,2.0817,-1.1744,-3.4275,0.032,0.6088,0.4451,-0.1744,-1.3432,-0.4232,0.4327,0.2713,-0.5496,0.6109,-0.0844,0.0395,-2.0177,2.5884
